nass,1. Es hat schrecklich geregnet. Ich bin ganz nass geworden.2. Geh nicht mit den nassen Schuhen ins Wohnzimmer.
die Natur,Ich bin gern draußen in der Natur.
natürlich,1. Natürlich helfen wir dir. 2. Kommst du auch wirklich zu meinerParty? – Natürlich.
"der Nebel, -",1. Wegen Nebels konnten wir gestern nicht in Frankfurt landen. 2. Fahren Sie bei Nebel besonders vorsichtig!
neblig,Fahr vorsichtig! Es ist neblig.
neben,1. Neben mir ist noch ein Platz frei. 2. Darf ich mich neben dich setzen? 3. Die Apotheke ist gleich links neben der Post.
nebenan,"Das ist José, er wohnt nebenan."
nebenbei,1. Mein Freund studiert Geschichte. Und nebenbei arbeitet er in einer Kneipe. 2. Ich mache die Hausarbeit und nebenbei höre ich Radio.
"der Neffe, -n",Mein Neffe studiert Medizin.
negativ,Du solltest nicht alles negativ sehen.
"nehmen, nimmt, nahm, hat genommen",1. Was möchten Sie? – Ich nehme einen Salat.2. Nehmen Sie die Tabletten vor dem Essen! 3. Wer hat die Flasche aus dem Kühlschrank genommen? 4. Sollen wir ein Taxi nehmen? 5. In diesem Jahr kann ich meinen Urlaub erst im Oktober nehmen.
nein,"1. Noch ein Bier? – Nein, danke. 2. Kommst du auch mit nach München? – Nein, ich habe keine Zeit."
"nennen, nennt, nannte, hat genannt","1. Mein Freund heißt Alexander, aber alle nennen ihn Alex. 2. Wie nennt man dieses Gerät?"
"der Nerv, -en",Mach bitte das Radio aus. Die Musik geht mir auf die Nerven.
nervös,Das Warten macht mich ganz nervös.
nett,1. Die Leute sind hier sehr nett. 2. Ich habe viele nette Kollegen. 3. Vielen Dank! Das ist sehr nett von Ihnen. 4. Die Nachbarn waren sehr nett zu uns.
,
,
netto,Mein Bruder verdient netto 1.200 Euro.
neu,1. Mein Wagen ist noch ganz neu. 2. Wir haben eine neue Wohnung. 3. Man darf hier nicht mehr rauchen? Das ist mir ganz neu. 
neugierig,Die Nachbarn sind ziemlich neugierig.
neulich,"Stell dir vor, ich habe neulich unseren Lehrer gesehen."
nicht,"1. Zigarette? - Danke, ich rauche nicht. 2. Wie geht es dir? – Nicht so gut. 3. Das Essen in der Kantine ist gar nicht schlecht. 4. Du kommst immer zu spät! – Das stimmt nicht."
"die Nichte, -n ",Die Tasche ist ein Geschenk von meiner Nichte.
"der Nichtraucher, -","1. In unserer Familie sind alle Nichtraucher.2. Einmal Hamburg, 2. Klasse, Nichtraucher."
nichts,1. Ich habe noch nichts gegessen. 2. Ich weiß auch nichts Genaues. 3. Ich habe nichts zum Schreiben dabei. 4. Entschuldigung! – Das macht nichts.
nie,1. Der Chef ist nie da. 2. Warum bist du nie zufrieden? 3. Bis morgen Abend schaffe ich die Arbeit nie. 4. Ich gehe nie wieder in dieses Restaurant.
niedrig,1. Die Räume hier sind mir zu niedrig. 2. Für die Jahreszeit sind die Temperaturen zu niedrig. 3. Die Firma zahlt sehr niedrige Löhne.
niemand,Ich habe geklingelt. Aber es war niemand zu Hause.
nirgends,1. Ich kann die Quittung nirgends finden. 2. Hier kann man nirgends parken.
nirgendwo,Die Schlüssel kann ich nirgendwo finden.
noch,"1. Mein Bruder geht noch zur Schule. 2. Bist du fertig. – Nein, noch nicht ganz. 3. Haben Sie noch einen Wunsch? – Ja, bitte noch ein Bier. 4. Sonst noch etwas? – Nein, danke. 5. Ich komme später. Ich muss erst noch einkaufen. 6. Meine Freundin studiert, und abends arbeitet sie noch als Kellnerin. 7. Es ist nicht mehr viel Zeit. Nur noch fünf Minuten. 8. Ich habe nur noch 20 Euro. 9. Ist das Essen schon fertig. – Nein, esdauert noch ein paar Minuten. 10. Ist Amadeo schon da? – Vielleicht kommt er noch."
nochmal,1. Vielen Dank nochmal. 2. Bitte sagen Sie das nochmal.
nochmals,Nochmals vielen Dank!
normal,Fehler zu machen ist doch ganz normal.
normalerweise ,Wann haben Sie normalerweise Pause?
der Norden/Nord/Nord-,"1. Der Wind kommt von Norden. 2. Menschen aus Nord und Süd feiern dieses Fest. 3. z. B. Norddeutschland, Nordbahnhof,Nordwind, ... "
nördlich,Mein Dorf liegt nördlich von Köln.
"Not, -""e",Die Menschen im Katastrophengebiet leiden große Not.
"die Notaufnahme, -en ",Die Notaufnahme ist gleich hier links.
"der Notausgang, -""e",Der Notausgang ist gleich hier bei der Treppe.
"der Notfall, -""e",1. Wir haben einen Notfall. Bitte schicken Sie einen Krankenwagen.2. Im Notfall rufen Sie bitte diese Nummer an.
der Notruf,Der Notruf hat die Nummer 110.
notwendig,"1. Muss ich nochmal wiederkommen? – Nein, das ist nicht notwendig."
"die Note, -n",1. Eva hat immer sehr gute Noten in Mathematik.2. Meine Kinder lernen im Musikunterricht gerade Noten lesen.
notieren,Ich habe mir den Termin notiert.
"die Notiz, -en",1. Ich habe Ihnen eine Notiz geschrieben. 2. Hast du einen Notizzettel für mich?
nötig,"1. Wenn es nötig ist, nehmen Sie noch eine Tablette.2. Kann ich Ihnen helfen? – Danke, nicht nötig."
"die Nudel, -n ",Möchten Sie Nudeln oder Reis? – Lieber Nudeln.
"die Nummer, -n",1. Ich habe mich in der Hausnummer geirrt. 2. Ich habe die falsche Nummer gewählt. 3. Der Wagen hatte eine Münchner Nummer. 4. Sie haben Zimmer Nummer zwölf. 5. Bitte geben Sie mir Ihre Kontonummer. 6. Haben Sie die Bluse eineNummer kleiner?
,
,
nun,"1. Schade, dass du arbeiten musst. – Das ist nun mal so.2. Was ist jetzt? Kommst du nun endlich?"
nur,1. Im Kaufhaus gibt's T-Shirts für nur fünf Euro.2. Ich habe keinen Hunger. Ich möchte nur etwas trinken. 3. Ich habe nur heute Abend Zeit. 4. Kannst du mir Geld leihen? Tut mir leid. Ich habe nur fünf Euro dabei. 
"nutzen, nutzt, nutzte, hat genutzt",Nutzen Sie unser Angebot.
"nützen, nützt, nützte, hat genützt",Ich habe jeden Tag eine Tablette genommen. Aber es hat nichts genützt.
nützlich,Danke für den Tipp. Das war sehr nützlich.
ob,"1. Ich weiß noch nicht, ob ich kommen kann.2. Ob dieser Bus zum Bahnhof fährt, weiß ich nicht."
oben,1. Wir wohnen oben im 4. Stock. 2. Die Butter liegt im Kühlschrank ganz oben.
ober-,Die Wohnung im oberen Stockwerk ist vermietet.
das Obst,Obst kaufe ich am liebsten auf dem Markt.
obwohl,"Obwohl meine Kollegin krank ist, geht sie arbeiten."
oder,"1. Möchten Sie Kaffee oder Tee? 2. Was möchtest du essen? – Ich weiß nicht, entweder eine Suppe oder einen Salat?"
"der Ofen, -""",Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Ofen.
offen,"1. Komm rein. Die Haustür ist offen. 2. Ich glaube, der Supermarkt ist jetzt noch offen. 3. Im Sommer schlafe ich immer bei offenem Fenster. 4. Ich habe mit meinem Kollegen ganz offen über mein Problem gesprochen. 5. Einzelne Fragen sind noch offen."
öffentlich,1. In der Stadt fahre ich immer mit öffentlichen Verkehrsmitteln. 2. In öffentlichen Gebäuden darf man nicht rauchen.
offiziell,Sie bekommen von uns eine offizielle Einladung.
"öffnen, öffnet, öffnete, hat geöffnet",1. Wann öffnen die Geschäfte? 2. Kannst du bitte das Fenster öffnen? 3. Kannst Du mir helfen? Ich kann die Dose nicht öffnen. 4. Du öffnest die Datei mit einem Doppelklick. 5. Der Laden ist samstags bis 16 Uhr geöffnet. 6. Bis wann haben Sie geöffnet?
oft/öfter,1. Ich treffe mich oft mit meiner Freundin. 2. In letzter Zeit muss ich öfter überstunden machen.
das Obergeschoss,Hosen finden Sie im Obergeschoss.
ohne,"1. Bitte eine Pizza ohne Zwiebeln. 2. Ohne Auto ist es schwer, zur Arbeit zu kommen. 3. Mein Sohn ist einfach mit dem Auto weggefahren, ohne mich zu fragen. 4. In diesem Haus kann man nichts machen, ohne dass die Nachbarn darüber reden."
"das Ohr, -en",1. Ich habe Ohrenschmerzen. 2. Das Baby hat aber kleine Ohren!
okay,"1. Kannst du mich um 8 Uhr vom Bahnhof abholen? – Okay, mach ́ ich. 2. Es tut mir leid, dass ich dich geweckt habe. – Das ist schon okay. Kein Problem."
öko- (ökologisch) ,"z. B. ökoladen, ökostrom, ökologischer Anbau"
"das öl, -e",1. Es fehlt öl am Salat. 2. Wir heizen mit öl. 3. Können Sie bei meinem Auto bitte das öl kontrollieren?
"die Oma, -s",Meine Oma ist achtzig Jahre alt geworden.
"der Onkel, -",Nächste Woche fahre ich zu meinem Onkel nach Berlin.
online,Ich kaufe jetzt viele Sachen online. Das ist oft billiger.
"der Opa, -s ",Mein Opa heißt Hans.
"die Oper, -n",1. Ich mag Opern. 2. Warst du schon mal in der Oper?
"operieren, operiert, operierte, hat operiert",Wir müssen das Knie sofort operieren.
,
,
"die Operation, -en ",Seit der Operation kann ich mein Knie nicht mehr bewegen.
"das Opfer, -",Bei der Schiffskatastrophe gab es viele Opfer.
optimistisch,"Glaubst du, dass du den Job bekommst? – Ja, ich bin ganz optimistisch."
"die Orange, -n ",Ich esse gern Orangen.
"das Orchester, -",Auf unserer Hochzeit hat ein kleines Orchester gespielt.
ordentlich,1. Mein Bruder ist ein sehr ordentlicher Mensch. 2. Auf seinem Schreibtisch sieht es immer sehr ordentlich aus.
"ordnen, ordnet, ordnete, hat geordnet",Letztes Wochenende habe ich meine Papiere geordnet.
"der Ordner, - ",Für meine übungen im Deutschkurs habe ich mir einen Ordner gekauft.
die Ordnung,1. Mach mal etwas Ordnung in deinem Zimmer!2. Bitte beachten Sie die Hausordnung. 3. Mit dem Motor ist etwas nicht in Ordnung.
"organisieren, organisiert, organisierte, hat organisiert",Für den nächsten Sommerurlaub habe ich schon alles organisiert.
"die Organisation, -en",1. Wer macht bei Ihnen die Organisation? 2. Sind Sie Mitglied in einer Organisation?
"das Original, -e ",Das Original ist für Sie. Wir bekommen die Kopie.
"der Ort, -e",Vergessen Sie Ort und Datum nicht.
der Vorort ,Mein Bruder wohnt in einem Vorort von Hamburg.
der Wohnort,Tragen Sie bitte auch Ihren Wohnort ein.
örtlich,Die Nummer finden Sie im örtlichen Telefonbuch.
der Osten/Ost/Ost-,"1. Das Zimmer geht nach Osten. 2. Die Grenze zwischen Ost und West wurde geöffnet. 3. z. B. Ostbahnhof, Osteuropa, Ostseite, Ostwind"
östlich,Der Stadtteil liegt östlich vom Zentrum.
,
(ein) paar,1. Ich komme gleich. Es dauert nur ein paar Minuten.2. Wir fahren mit ein paar Freunden in Urlaub.
"das Paar, -e","1. Ina und Pedro sind ein Paar. 2. Gestern habe ich mir ein Paar neue Schuhe gekauft. 3. Ich hätte gern drei Paar Würstchen,bitte."
"das Päckchen, -",Meine Tante hat mir ein Päckchen geschickt.
"packen, packt, packte, hat gepackt",Ich muss noch meinen Koffer packen.
"das Paket, -e ",Hast du das Paket zur Post gebracht?
"die Panne, -n","1. Kurz vor München hatten wir eine Panne mit dem Auto. 2. Die Reise war schlecht organisiert, es gab eine Panne nach der anderen."
"der Papa, -s ",Heute holt dich der Papa von der Schule ab.
"das Papier, -e",1. Hast du ein Blatt Papier für mich? 2. Bitte bringen Sie zu dem Termin alle Papiere mit.
parallel ,Die Goethestraße ist parallel zur Hauptstraße.
"das Parfüm, -s",Zum Geburtstag habe ich von meinem Mann ein Parfüm bekommen.
"der Park, -s",Ich gehe gern im Park spazieren.
"parken, parkt, parkte, hat geparkt",1. Hier dürfen Sie nicht parken. 2. Hier ist Parken verboten.
"das Parkhaus, -""er",Am besten fahren wir gleich ins Parkhaus.
" der Parkplatz, -""e ",Um diese Uhrzeit finden wir sicher keinen Parkplatz.
"die Parkuhr, -en",Für die Parkuhr brauchst du Kleingeld.
"der Partner, -",1. Wir haben das Geschäft zusammen. Wir sind Partner. 2. Beide Partner kümmern sich um die Kinder. 3. Herr Aydin ist mein Geschäftspartner.
"die Party, -s ",Letzte Woche war ich auf einer Geburtstagsparty.
"der Pass, -""e",1. Ich muss meinen Pass verlängern lassen. 2. Im Hotel brauchst du bei der Anmeldung deinen Pass.
"der Passagier, -e",Die Passagiere Schulz und Kaufmann sollen bitte zur Information kommen.
,
,
"passen, passt, passte, hat gepasst",1. Der Pullover passt mir nicht mehr. 2. Der Schlüssel passt nicht ins Schloss. 3. Wann soll ich kommen? Passt es Ihnen morgen Abend?
"passieren, passiert, passierte, ist passiert",1. Entschuldigung! – Kein Problem. Es ist nichts passiert. 2. Wie ist der Unfall passiert? 3. Man hat mir die Brieftasche gestohlen. – Das ist mir auch schon passiert.
passiv ,"Man sollte im Kurs nicht passiv sein, sondern mitdiskutieren."
"der Patient, -en",Ich bin Patientin bei Dr. Hausner. Kann ich einen Termin haben?
"die Pause, -n ",Wir machen zehn Minuten Pause.
das Pech,1. Es regnet. Unser Picknick fällt leider aus. – So ein Pech! 2. Wir hatten im Urlaub Pech mit dem Wetter.
"die Pension, -en",1. Im Urlaub haben wir in einer kleinen Pension gewohnt.2. Eine Tante von mir war Beamtin und bekommt jetzt eine sehr gute Pension.
pensioniert,Mein Nachbar ist seit drei Jahren pensioniert.
per,Wie kann ich mich für den Kurs anmelden? – Per Fax oder E-Mail.
perfekt ,Die Reiseorganisation war perfekt.
"die Person, -en",Eintritt pro Person: 2 Euro.
persönlich,1. Hier gibt es zu viele Autos. Das ist meine persönliche Meinung.2. Ich muss Herrn Meier persönlich sprechen.3. Dafür müssen Sie persönlich vorbeikommen.
das Personal ,Dieser Eingang ist nur für das Personal.  
der Pfeffer ,Bringen Sie uns bitte Pfeffer und Salz. 
"das Pferd, -e ",Meine Tochter wünscht sich ein Pferd.
"die Pflanze, -n","Wenn wir im Urlaub sind, gießt die Nachbarin unsere Pflanzen."
"das Pflaster, -",Hast du ein Pflaster? Ich habe mich geschnitten.
"die Pflaume, -n",Ich esse gern Pflaumen und noch lieber Pflaumenkuchen.
"pflegen, pflegt, pflegte, hat gepflegt",Meine Mutter ist sehr krank. Ich muss sie pflegen.
"der Pfleger, -",Meine Freundin hat eine Stelle als Altenpflegerin gefunden.
"die Pflegeversicherung, -en",Für die Pflegeversicherung muss ich jeden Monat Beiträge zahlen.
"die Pflicht, -en",Als Autofahrer müssen Sie eine Versicherung haben. Das ist Pflicht.
"die Phantasie, -n ",(siehe Fantasie)
"die Philosophie, -n",Meine Kinder haben in der Schule einmal in der Woche Philosophieunterricht.
die Physik ,Mein Schwiegersohn studiert Physik. 
"das Picknick, -s ",Am Sonntag machen wir ein Picknick.
"die Pille, -n",Der Arzt hat mir neue Pillen verschrieben.
"der Pilz, -e",Haben Sie frische Pilze? 
"der PKW, -s (Personenkraftwagen, -)",Das Parkhaus ist nur für PKWs.
"planen, plant, plante, hat geplant","1. Wir haben geplant, diesmal im Urlaub nach österreich zu fahren. 2. Unser Familientreffen ist für Juni geplant."
"der Plan, -""e","1. Was macht ihr im Sommer? Ich weiß noch nicht, wir haben noch keine Pläne.2. Haben Sie einen Stadtplan von Berlin?"
das Plastik ,Was für ein Spielzeug möchten Sie? Aus Plastik oder aus Holz?
"der Platz, -""e",1. In unserer Wohnung haben wir nicht genug Platz.2. Ist dieser Platz noch frei? 3. Nehmen Sie bitte Platz. 4. Die Post ist am Marktplatz.
plötzlich,Es war zuerst so schön. Plötzlich hat es angefangen zu regnen.
die Politik,Ich interessiere mich nicht für Politik.
"der Politiker, -","Weißt du, wie dieser Politiker heißt?"
politisch,1. Ich diskutiere mit meinem Schwieger- vater oft über politische Probleme. 2. über meine politische Meinung möchte ich nicht sprechen.
die Polizei,1. Mein Bruder ist bei der Polizei. 2. Rufen Sie bitte die Polizei.
"der Polizist, -en ",Die Ampel war kaputt. Ein Polizist hat den Verkehr geregelt.
die Pommes frites (Pl.),Die Kinder essen gern Würstchen mit Pommes frites.
"die Portion, -en","1. Bitte, eine Portion Sahne! 2. Ich nehme eine kleine Portion Eis."
positiv,1. Wir haben eine positive Nachricht für Sie. Sie bekommen die Stelle.2. Man muss positiv denken.
die Post,1. Meine Frau arbeitet bei der Post. 2. Die Post macht erst um 8 Uhr auf. 3. Ist Post für mich da?
,
,
"das Postfach, -""er ",Du musst den Brief an das Postfach schicken.
"die Postkarte, -n ",Ich schicke dir aus dem Urlaub eine Postkarte.
"die Postleitzahl, -en",Weißt du die Postleitzahl von Berlin-Wedding?
"das Praktikum, Praktika",Ich mache diesen Sommer drei Monate ein Praktikum bei einer Firma.
"der Praktikant, -en",Bei dieser Firma habe ich zwei Jahre als Praktikant gearbeitet.
praktisch,"1. Ich finde diese Küchenmaschine sehr praktisch.2. Ich habe letzte Woche den Führerschein gemacht. Jetzt fehlt mir noch praktische Erfahrung.3. Dieses Handy kann praktisch alles, was ein Computer kann."
präsentieren ,Präsentieren Sie Ihre Ergebnisse bitte im Kurs.
die Praxis,1. Die Praxis bleibt bis zum 7. Januar geschlossen.2. Das ist die Theorie. In der Praxis ist vieles ganz anders.
"der Preis, -e",1. Die Preise sind schon wieder gestiegen. 2. Wer hat den ersten Preis gewonnen?
preiswert,Die Jacke ist sehr preiswert.
prima,Mit meinem Bruder verstehe ich mich prima.
privat,1. Hier meine Nummer im Büro und meine Privatnummer.2. über meine Probleme möchte ich nicht sprechen. Das ist privat.3. Ich treffe meine Kollegen auch privat.
pro,Eintritt pro Person: zwei Euro.
"probieren, probiert, probierte, hat probiert","1. Haben Sie dieses Mittel schon einmal probiert?2. Möchten Sie den Käse mal probieren? 3. Ich habe probiert, die Zeitung zu lesen, aber es war zu schwer."
"das Problem, -e",José spricht nicht gern über seine Probleme.
"produzieren, produziert, produzierte, hat produziert",Unsere Firma produziert Feuerzeuge.
"das Produkt, -e","1. Unsere Produkte haben eine hohe Qualität.2. Der Arzt sagt, ich soll viel Obst und Milchprodukte essen."
die Produktion ,Mein Onkel arbeitet in der Autoproduktion.
"der Professor, -en/",Unsere Nachbarin ist Professorin an der Universität.
"der Profi, -s",1. Keine Angst. Mein Bruder kann die Heizung bestimmt reparieren. Er ist doch Profi.2. Mein Sohn möchte Profisportler werden.
"das Programm, -e",1. Hast du schon ins Fernsehprogramm geguckt? Gibt es heute einen schönen Film?2. Mit welchen Computerprogrammen arbeitest du?
"das Projekt, -e",Der Staat fördert dieses neue Umweltprojekt.
"der Prospekt, -e",1. Diese Prospekte bekommen Sie in jedem Reisebüro.2. Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.
Prost,Wir trinken auf Ihre Gesundheit! Prost!
"protestieren, protestiert, protestierte, hat protestiert",Wir protestieren gegen die langen Arbeitszeiten.
"der Protest, -e ",Alle Proteste haben nichts genützt.
"der Prozess, -e",Mein Nachbar hat den Prozess verloren.
"prüfen, prüft, prüfte, hat geprüft","Bitte prüfen Sie sofort, ob die Rechnung stimmt."
"die Prüfung, -en ",Mein Freund hat die Prüfung bestanden.
das Publikum,Es war ein tolles Konzert. Das Publikum war begeistert.
"der Pullover, - ",Ich habe mir einen Pullover gekauft.
"der Punkt, -e",1. Das Konzert beginnt um Punkt 20 Uhr. 2. Beim letzten Satz fehlt der Punkt.
pünktlich,1. Seien Sie bitte pünktlich. 2. Der Bus fährt pünktlich um acht Uhr.
"die Puppe, -n",Unsere kleine Tochter bekommt zum Geburtstag eine Puppe.
"putzen, putzt, putzte, hat geputzt",1. Ich muss heute noch die Wohnung putzen.2. Hast du dir schon die Zähne geputzt?
,
,
"die Qualifikation, -en ",Für diese Arbeit haben Sie nicht die richtige Qualifikation.
"die Qualität, -en ","Für mich ist nicht nur der Preis wichtig, sondern auch die Qualität."
