die Postleitzahl, -en;código m postal;Weißt du die Postleitzahl von Berlin-Wedding?
das Praktikum, Praktika;(período m de) prácticas f pl;Ich mache diesen Sommer drei Monate ein Praktikum bei einer Firma.
der Praktikant, -en;persona f en período de prácticas;Bei dieser Firma habe ich zwei Jahre als Praktikant gearbeitet.
praktisch;práctico;1. Ich finde diese Küchenmaschine sehr praktisch.2. Ich habe letzte Woche den Führerschein gemacht. Jetzt fehlt mir noch praktische Erfahrung.3. Dieses Handy kann praktisch alles, was ein Computer kann.
präsentieren ;presentar;Präsentieren Sie Ihre Ergebnisse bitte im Kurs.
die Praxis;consultorio m,bufete m,práctica f;1. Die Praxis bleibt bis zum 7. Januar geschlossen.2. Das ist die Theorie. In der Praxis ist vieles ganz anders.
der Preis, -e;precio m,premio m,recompensa f;1. Die Preise sind schon wieder gestiegen. 2. Wer hat den ersten Preis gewonnen?
preiswert;de buen precio,barato,a buen precio;Die Jacke ist sehr preiswert.
prima;estupendo, genial,muy bien,Kusine f,Cousine f,Prämie f,Zulage f,Zuschlag m,oberste Saite f,Prim f;Mit meinem Bruder verstehe ich mich prima.
privat;privado,privado, particular,en privado;1. Hier meine Nummer im Büro und meine Privatnummer.2. über meine Probleme möchte ich nicht sprechen. Das ist privat.3. Ich treffe meine Kollegen auch privat.
pro;por,Pro nt,für +akk,pro +akk;Eintritt pro Person: zwei Euro.
probieren, probiert, probierte, hat probiert;probar,probar, degustar;1. Haben Sie dieses Mittel schon einmal probiert?2. Möchten Sie den Käse mal probieren? 3. Ich habe probiert, die Zeitung zu lesen, aber es war zu schwer.
das Problem, -e;problema m;José spricht nicht gern über seine Probleme.
produzieren, produziert, produzierte, hat produziert;producir;Unsere Firma produziert Feuerzeuge.
das Produkt, -e;producto m;1. Unsere Produkte haben eine hohe Qualität.2. Der Arzt sagt, ich soll viel Obst und Milchprodukte essen.
die Produktion ;producción f;Mein Onkel arbeitet in der Autoproduktion.
der Professor, -en/;≈ profesor(a) m(f) numerario, -a,catedrático(-a) m (f),profesor(a) m(f) de enseñanza media;Unsere Nachbarin ist Professorin an der Universität.
der Profi, -s;profesional mf;1. Keine Angst. Mein Bruder kann die Heizung bestimmt reparieren. Er ist doch Profi.2. Mein Sohn möchte Profisportler werden.
das Programm, -e;programa m,cadena f,canal m;1. Hast du schon ins Fernsehprogramm geguckt? Gibt es heute einen schönen Film?2. Mit welchen Computerprogrammen arbeitest du?
das Projekt, -e;proyecto m;Der Staat fördert dieses neue Umweltprojekt.
der Prospekt, -e;folleto m,prospecto m;1. Diese Prospekte bekommen Sie in jedem Reisebüro.2. Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.
Prost;"";Wir trinken auf Ihre Gesundheit! Prost!
protestieren, protestiert, protestierte, hat protestiert;protestar,levantar un protesto;Wir protestieren gegen die langen Arbeitszeiten.
der Protest, -e ;protesta f,planteo m Arg;Alle Proteste haben nichts genützt.
der Prozess, -e;pleito m,proceso m;Mein Nachbar hat den Prozess verloren.
prüfen, prüft, prüfte, hat geprüft;examinar,comprobar,verificar,castigar;Bitte prüfen Sie sofort, ob die Rechnung stimmt.
die Prüfung, -en ;examen m,inspección f,control m,revés m (de la fortuna);Mein Freund hat die Prüfung bestanden.
das Publikum;público m;Es war ein tolles Konzert. Das Publikum war begeistert.
der Pullover, - ;jersey m,suéter m;Ich habe mir einen Pullover gekauft.
der Punkt, -e;punto m,lugar m,tanto m,puntillo m;1. Das Konzert beginnt um Punkt 20 Uhr. 2. Beim letzten Satz fehlt der Punkt.
pünktlich;puntual;1. Seien Sie bitte pünktlich. 2. Der Bus fährt pünktlich um acht Uhr.
die Puppe, -n;muñeca f,títere m,marioneta f,maniquí m,crisálida f;Unsere kleine Tochter bekommt zum Geburtstag eine Puppe.
putzen, putzt, putzte, hat geputzt;limpiar,fregar;1. Ich muss heute noch die Wohnung putzen.2. Hast du dir schon die Zähne geputzt?
die Qualifikation, -en ;calificación f para,capacidad f,aptitud f,clasificación f;Für diese Arbeit haben Sie nicht die richtige Qualifikation.
die Qualität, -en ;cualidad f,calidad f;Für mich ist nicht nur der Preis wichtig, sondern auch die Qualität.
der Quark ;≈ requesón m,tontería(s) f (pl),quark m;Zum Frühstück esse ich gerne Quark mit Früchten.
das Quartal, -e;trimestre m;Für dieses Quartal müssen Sie wieder die Praxisgebühr bezahlen.
der Quatsch;tonterías f pl,bobadas f pl,bolazo m RioPl;Was du da redest, ist Quatsch! Die Ampel war grün, nicht rot.
quer;en sentido transversal, atravesado;Ich muss zu meiner Arbeit quer durch die ganze Stadt fahren.
die Querstraße, n ;calle f transversal;Meine Schwester wohnt in einer Querstraße zur Bahnhofstraße.
die Quittung, -en;recibo m,consecuencias f pl;Brauchen Sie eine Quittung?
der Rabatt, -e ;rebaja f,descuento m;Sie bekommen zehn Prozent Rabatt.
"das Rad, -""er";rueda f,bici f;1. Ich fahre jeden Morgen mit dem Rad zur Arbeit.2. Hast du ein Ersatzrad dabei? 
Rad fahren, fährt Rad, fuhr Rad, ist Rad gefahren;"";Am Sonntag fahren wir oft Rad.
der Radfahrer, - ;ciclista mf;Achtung! Da kommt ein Radfahrer.
das Radio, -s;radio f;1. Ich möchte mir ein neues Radio kaufen.2. Ich höre gern Radio. 
"der Rand, -""er";borde m,canto m,periferia f,orla f,margen m;Wir wohnen am Stadtrand.
rasieren, rasiert, rasierte, hat rasiert;afeitar;Ich komme gleich. Ich muss mich nur noch schnell rasieren.
raten, rät, riet, hat geraten;recomendar, aconsejar,adivinar;1. Ich möchte billig Urlaub machen. Was raten Sie mir?2. Rate mal, wen ich heute getroffen habe! Deinen Lehrer.
der Rat ;consejo m,concejo m,recomendación f,consejero(-a) m (f);Was soll ich machen? Können Sie mir einen Rat geben?
"Ratschlag, -""e";consejo m;Meine Tochter nimmt meine Ratschläge nicht an.
"das Rathaus, -""er";ayuntamiento m,diputación f Mex;1. Hier links sehen Sie das Rathaus. 2. Das Formular bekommen Sie im Rathaus.
rauchen, raucht, rauchte, hat geraucht;fumar,pitar AmS,humear, echar humo;1. Hier ist Rauchen verboten! 2. Stört es Sie, wenn ich rauche?
der Raucher, -;fumador(a) m (f);1. Gibt es hier ein Raucherzimmer? 2. Ich bin Nichtraucher.
"der Raum, -""e";habitación f,cuarto m,ambiente m CSur, Peru,local m,área f,zona f,espacio m,lugar m,sitio m;Zur Anmeldung gehen Sie bitte in Raum 19.
reagieren, reagiert, reagierte, hat reagiert;reaccionar a/ante,producir una reacción,hacer reaccionar;Ich habe dem Vermieter geschrieben, aber er hat noch nicht reagiert.
die Reaktion, -en;reacción f a/ante/frente a,reacción f;Diese Reaktion ist typisch für ihn.
die Realität, -en;realidad f,inmuebles m pl;Das gefällt dir nicht? Aber das ist die Realität.
realistisch;realista;Ich glaube nicht, dass du für das Auto noch so viel Geld bekommst. Das ist nicht realistisch.
rechnen, rechnet, rechnete, hat gerechnet;calcular,contar con,economizar,hacer,contar entre,incluir entre,calcular para;1. Meine Tochter kann gut rechnen. 2. Sie hat in Rechnen eine Eins. 3. Mit solchen Schwierigkeiten hatten wir nicht gerechnet.
der Rechner, - ;calculadora f,ordenador m,contador(a) m (f),contable mf;Mein Rechner ist kaputt.
die Rechnung, -en;cálculo m,cuenta f,adición f RioPl,factura f;1. Bitte, die Rechnung! 2. Brauchen Sie für diese Reparatur eine Rechnung?
das Recht, -e;derecho m a,derecho m,legislación f,leyes f pl,justicia f,razón f;1. Nach deutschem Recht darf man Kinder nicht schlagen.2. Ich hatte Vorfahrt. Ich war im Recht. 3. Die Rechnung stimmt nicht? Dann haben Sie das Recht, das Geld zurückzubekommen.
rechtlich ;legal,jurídico;Wir beraten Sie in rechtlichen Fragen.
"der Rechtsanwalt, -""e";abogado-a m;Ich will mit meinem Rechtsanwalt sprechen.
recht;exacto, justo,adecuado,oportuno,verdadero,correcto,muy,bastante,bien;1. Ist es Ihnen recht, wenn ich morgen vorbeikomme?2. Da haben Sie recht. 3. Da muss ich Ihnen recht geben.
rechts;(a) la derecha,a la derecha;1. An der nächsten Kreuzung müssen Sie rechts abbiegen.2. Das Wohnungsamt ist hier rechts.
recht-;"";Ich habe mir den rechten Arm gebrochen.
rechtzeitig;puntual,a tiempo,con (la debida) antelación;Bitte weck mich rechtzeitig. Ich muss pünktlich sein.
reden, redet, redete, hat geredet;hablar con sobre de,pronunciar un discurso sobre,hablar;1. Worüber habt ihr gestern geredet? 2. Kann ich mal kurz mit dir reden?
die Rede, -n;discurso m,conversación f,palabras f pl,estilo m;1. Der Präsident hat eine Rede gehalten.
reduzieren, reduziert, reduzierte, hat reduziert;reducir a;1. Wir haben jetzt unsere Preise reduziert.2. Ist dieser Pullover auch reduziert?
die Reform, -en;reforma f;Die Regierung plant für nächstes Jahr eine Steuerreform.
das Regal, -e ;estante m,estantería f,librería f,órgano m portátil;Das Buch steht im Regal oben rechts.
die Regel, -n;regla f,norma f,período m;1. Meine Tochter lernt in der Schule gerade die Verkehrsregeln.2. Wie geht dieses Spiel? Kennst du die Regeln?
regelmäßig;regular,con regularidad, regularmente;Sie müssen die Tabletten regelmäßig nehmen.
regeln, regelt, regelte, hat geregelt;regular,fijar,arreglar,reglamentar;Die Ampel ist kaputt. Ein Polizist regelt den Verkehr.
regnen, es regnet, es regnete, es hat geregnet;llover;Es hat gestern den ganzen Tag geregnet.
der Regen;lluvia f,llovizna f;1. Bei Regen fällt das Konzert aus. 2. Wir hatten im Urlaub drei Wochen Regen.
die Region, -en;región f;1. In der Rhein-Main-Region sind die Mieten sehr hoch.2. Die Milch ist aus der Region.
regional;regional;Du kannst mit einer Regionalbahn fahren. Das ist billiger.
reich;rico en,suntuoso, lujoso,grande,abundante,amplio;1. Der Onkel von meinem Freund ist reich.2. Meine Schwester hat einen reichen Mann geheiratet.
reichen, reicht, reichte, hat gereicht;bastar, ser suficiente,llegar a,elevarse hasta,servir;1. Ich nehme nur eine Suppe. Das reicht mir.2. Wie lange reicht unser öl noch? Ich glaube, wir müssen neues bestellen.
reif ;maduro;Die Banane kannst du nicht essen. Sie ist noch nicht reif.
der Reifen, - ;neumático m,aro m;1. Ihr Wagen braucht neue Reifen. 2. Kannst du einen Reifen wechseln?
die Reihe, -n;fila f,hilera f,serie f,colección f,progresión f,filas f pl,turno m;1. Ich habe Karten für das Konzert. Wir sitzen in der dritten Reihe.2. Wer ist jetzt an der Reihe?
rein;puro,verdadero,limpio,neto,netamente,puramente,absolutamente,adentro, hacia dentro;1. Der Pullover ist aus reiner Wolle. 2. Es war reiner Zufall, dass ich die Uhr wiedergefunden habe.
reinigen, reinigt, reinigte, hat gereinigt;limpiar,depurar,lavar en seco;Ich möchte diesen Anzug reinigen lassen.
die Reinigung, -en;tintorería f,limpieza f,depuración f,lavado m en seco;Kannst du bitte die Bluse in die Reinigung bringen?
der Reis;arroz m;Eine Portion Huhn mit Reis, bitte. 
reisen, reist, reiste, ist gereist;viajar a,ir a,pasar por;Ich reise gern.
die Reise, -n;viaje m a;1. Wir haben eine Reise nach österreich gebucht.2. Auf der Reise haben wir nette Leute kennengelernt.
das Reisebüro, -s;agencia f de viajes;Wir haben die Reise im Reisebüro gebucht.
reiten, reitet, ritt, ist geritten;montar a caballo, cabalgar,practicar equitación,montar;Meine Tochter möchte gerne reiten lernen.
der Rekord, -e;récord m;Es gibt einen neuen Weltrekord im Schwimmen.
relativ;relativo;Die Wohnung ist relativ groß, aber sehr teuer.
rennen, rennt, rannte, ist gerannt;correr;Ich bin sehr schnell gerannt, aber der Bus war schon weg.
renovieren, renoviert, renovierte, hat renoviert;renovar;Wir müssen die Wohnung zuerst renovieren.
die Rente, -n;pensión f,renta f,rédito m;1. Mein Kollege bekommt eine Rente von 1000 Euro.2. Seit dem Unfall bekommt meine Tante eine kleine Rente.3. Wann gehen Sie in Rente?
der Rentner, -;jubilado(-a) m (f),pensionista mf;Mein Großvater arbeitet nicht mehr. Er ist Rentner.
reparieren, repariert, reparierte, hat repariert;arreglar,reparar;Das Fahrrad kann man leider nicht mehr reparieren.
die Reparatur, -en;arreglo m,reparación f;Eine Reparatur wäre zu teuer.
reservieren, reserviert, reservierte, hat reserviert;reservar;1. Dieser Tisch ist reserviert. 2. Bitte reservieren Sie mir ein Doppelzimmer. 3. Möchten Sie Plätze reservieren?
die Reservierung, -en ;reserva f;Was kostet eine Reservierung?
der Rest, -e;resto m,concho m CSur,retal m;1. Hier sind 100 Euro. Den Rest gebe ich dir später.2. Es ist noch ein Rest Wein da. Möchtest du noch?
das Restaurant, -s;restaurante m;Wir essen heute im Restaurant. 
retten, rettet, rettete, hat gerettet;salvar de,liberar de,rescatar de,proteger de/contra;Der Arzt konnte das Kind noch retten.
das Rezept, -e;receta f;1. Diese Tabletten gibt es nur auf Rezept. 2. Ich schreibe Ihnen ein Rezept für Schmerztabletten. 3. Weißt du ein gutes Rezept für Gemüsesuppe?
die Rezeption, -en;acogida f,recepción f;Geben Sie bitte den Schlüssel an der Rezeption ab.
der Rhythmus, Rhythmen ;ritmo m;Die Musik hat einen guten Rhythmus.
der Richter, -;juez(a) m (f);Der Richter hat noch kein Urteil gesprochen.
richtig;correcto,justo,exacto,apropiado,oportuno,verdadero,auténtico,bien,efectivamente,verdaderamente,como es debido,en toda regla,por completo;1. Was Sie da sagen, ist richtig. 2. Geht Ihre Uhr richtig? 3. Die Hose hat nicht die richtige Größe. 4. Welche Antwort ist richtig?
die Richtung, -en;dirección f,rumbo m,tendencia f,corriente f;1. Der Zug in Richtung Köln hat Verspätung. 2. Wo ist der Bahnhof? In welche Richtung muss ich fahren?
riechen, riecht, roch, hat gerochen;oler a;1. Dieses Parfüm riecht sehr gut. 2. Im ganzen Haus riecht es nach Farbe. 3. Ich bin erkältet. Ich kann nichts riechen.
riesig;gigante, gigantesco,enormemente;1. Die Stadt ist riesig. 2. Ich habe mich über das Geschenk riesig gefreut.
das Rind, -er ;vacuno m,ganado m vacuno,bóvidos m pl,carne f de vaca;Ich esse nur Fleisch vom Rind. Ich habe meinen Ring verloren.
der Ring, -e ;anillo m,aro m,anillas f pl,ring m,agrupación f,red f;Ich nehme keinen Kredit auf. Das Risiko ist mir zu hoch.
das Risiko, Risiken;riesgo m;Diese Bluse passt nicht zu meinem Rock.
"der Rock, -""e";falda f,vestido m,chaqueta f,rock m;Du kannst das nicht essen. Das Fleisch ist noch roh.
roh;crudo,bruto, sin labrar,bruto;Ich lese gern Romane.
der Roman, -e ;novela f;Meiner Mutter schenke ich zum Geburtstag Rosen.
die Rose, -n;rosa f;Die rote Bluse steht dir gut.
rot ;rojo,socialista;Auf der Rückfahrt besuche ich meine Eltern.
die Rückfahrt;vuelta f,regreso m;Nach meiner Rückkehr haben wir ein großes Fest gefeiert.
die Rückkehr ;regreso m,vuelta f;1. Mir tut der Rücken weh. 2. Ich habe Rückenschmerzen.
der Rücken, - ;espalda(s) f (pl),lomo m,dorso m de la mano,empeine m;Könnten Sie bitte ein Stück rücken? Dann kann ich auch sitzen.
rücken;hacer sitio, correrse,acercarse a,mover hacia,correr hacia,apartar de,acercar a;Ich brauche nicht viel. Ich nehme nur meinen Rucksack mit.
"der Rucksack, -""e ";mochila f;Nehmen Sie bitte Rücksicht auf die anderen Gäste.
die Rücksicht, -en;consideración f,visión f por la ventanilla trasera;Ich bin rückwärts aus der Garage gefahren.
rückwärts;de espaldas,hacia atrás,por [oder desde] atrás;1. Ich habe die Kinder gerufen, aber sie haben mich nicht gehört. 2. Wir haben sofort einen Arzt gerufen. 3. Bitte rufen Sie die Polizei.
rufen, ruft, rief, hat gerufen;llamar;1. Ruhe, bitte! 2. Lass mich jetzt endlich in Ruhe! 3. Ich brauche meine Ruhe.
die Ruhe;calma f,tranquilidad f,silencio m,descanso m,reposo m,paz f,serenidad f;1. Ich suche ein ruhiges Zimmer. 2. Nachts ist es hier in der Straße
ruhig;quieto,tranquilo,callado;sehr ruhig. 3. Du kannst ruhig rauchen.
rühren, rührt, rührte, hat gerührt;remover,mezclar,mover,conmover,tener su origen en,deberse a;Die Suppe musst du gut umrühren.
rund;redondo,regordete,redondeado,aproximado,aproximadamente;1. Wir haben für unser Wohnzimmer einen runden Tisch gekauft. 2. Bis Berlin sind es noch rund
der Rundfunk;radiodifusión f,radio f;40 Kilometer. Er zahlt keine Rundfunkgebühren.
der Saal, Säle ;sala f,salón m;Für unsere Familienfeier haben wir einen kleinen Saal gemietet.
die Sache, -n;cosa f,objeto m,asunto m,caso m;1. Wir haben unsere Sachen im Hotel gelassen.2. Unser Sohn hat zum Geburtstag viele Spielsachen bekommen.3. Sie müssen sich anmelden. Wie Sie das machen, ist Ihre Sache. Per E-Mail oder per Post.
"der Sack, -""e";saco m,cojones m pl,granuja m;1. Ich hätte gern einen Sack Kartoffeln. 2. Wo soll ich die Müllsäcke hinstellen?
"der Saft, -""e";zumo m,jugo m,corriente f;1. Haben Sie vielleicht einen Saft? 2. Ich trinke gern Apfelsaft.
sagen, sagt, sagte, hat gesagt;decir acerca de/sobre de,expresar,comunicar,opinar de/sobre,añadir a;1. Entschuldigung! Was haben Sie gesagt? 2. Können Sie mir bitte sagen, wo hier ein Geldautomat ist? 3. Wie sagt man „sorry“ auf Deutsch? 4. Nicola hat geheiratet. Das hat sie mir gar nicht gesagt. 5. Sag mal, wie geht’s dir denn?
die Sahne ;nata f;Ich hätte gern ein Eis mit Sahne.
die Saison, -s;temporada f;Urlaub in der Hauptsaison ist immer teurer.
der Salon, -s ;salón m;Sie arbeitet in einem Friseursalon.
der Salat, -e;lechuga f,ensalada f,lío m;1. Möchten Sie zum Fisch einen Salat? 2. Wie schmeckt dir der Salat?
die Salbe, -n ;pomada f,ungüento m;Diese Salbe gibt es nur auf Rezept.
das Salz;sal f;Gib mir bitte mal das Salz!
sammeln, sammelt, sammelte, hat gesammelt;recoger,recolectar,recaudar,reunir,coleccionar;1. Mein Bruder sammelt Briefmarken. 2. Im Herbst sammeln wir im Wald Pilze.
sämtlich;todo;Bringen Sie bitte sämtliche Unterlagen mit.
der Sand ;arena f;Die Kinder spielen gern im Sand.
der Sänger, -;cantante mf;Wie findest du diesen Sänger? – Ich finde seine Stimme toll.
satt;satisfecho,lleno fam,fuerte, intenso,impresionante;Möchten Sie noch etwas? – Nein danke, ich bin satt.
"der Satz, -""e";frase f,oración f,teorema m,parte f,tasa f,tarifa f,juego m,poso m,set m,salto m,composición f;Den letzten Satz verstehe ich nicht.
sauber;limpio,aseado,puro,esmerado,exacto,decente,íntegro,buen,bien de la cabeza,con limpieza,con esmero;1. Bringen Sie mir bitte ein sauberes Glas! 2. Ich muss noch das Bad sauber machen.
sauer;ácido,cuajado,agrio,de mala uva,de mala leche;1. Die äpfel sind mir zu sauer. 2. Die Milch ist sauer. 3. Immer kommst du zu spät. Ich binwirklich sauer auf dich.
